"Match ID","Series","League","Start Date/Time","Match Length","Duration (secs)","Kills Score","","Winner","Radiant Team","Radiant Players","Dire Team","Dire Players"
"5718100700","504822","12548","26 Nov 2020 09:42","42:37","2557","31-41","31,41","Dire","Team Secret","MATUMBAMAN, zai, Puppey, YapzOr, Nisha","OG","n0tail, 7ckngMad, topson, Saksa, MidOne"
"5718045399","504822","12548","26 Nov 2020 08:39","29:48","1788","12-19","12,19","Dire","Team Secret","MATUMBAMAN, zai, Puppey, YapzOr, Nisha","OG","n0tail, 7ckngMad, topson, Saksa, MidOne"
"5717987182","504762","12548","26 Nov 2020 07:43","20:03","1203","23-3","23,3","Radiant","ViKin.gg","Seleri, 27monkey, Tobi, Shad, BooM","Virtus.pro","DM, epileptick1d, ilias, Save-, gPk~"
"5717905633","504762","12548","26 Nov 2020 06:31","37:46","2266","23-11","23,11","Radiant","ViKin.gg","Seleri, 27monkey, Tobi, Shad, BooM","Virtus.pro","DM, epileptick1d, ilias, Save-, gPk~"
"5717842177","504762","12548","26 Nov 2020 05:36","23:07","1387","23-5","23,5","Radiant","Virtus.pro","DM, epileptick1d, ilias, Save-, gPk~","ViKin.gg","Seleri, 27monkey, Tobi, Shad, BooM"
"5717752241","504702","12548","26 Nov 2020 04:36","25:38","1538","8-29","8,29","Dire","Alliance","Limmp, Handsken, s4, Fng, Nikobaby","Just-_-Error","No[o]ne, Zayac, SumaiL, RAMZES666, Solo"
"5717651850","504702","12548","26 Nov 2020 03:28","39:10","2350","18-29","18,29","Dire","Just-_-Error","No[o]ne, Zayac, SumaiL, RAMZES666, Solo","Alliance","Limmp, Handsken, s4, Fng, Nikobaby"
"5717512265","504702","12548","26 Nov 2020 02:01","54:57","3297","41-34","41,34","Radiant","Just-_-Error","No[o]ne, Zayac, SumaiL, RAMZES666, Solo","Alliance","Limmp, Handsken, s4, Fng, Nikobaby"
"5717471671","504689","12508","26 Nov 2020 01:26","39:00","2340","43-23","43,23","Radiant","INK ICE","Waixi, Awen, hi~, Newbee.Y.AQ,","phoenix gaming","plAnet, 小可fans, MoPao,  cjsdie,  x1yang"
"5717412180","504689","12508","26 Nov 2020 12:41","19:35","1175","7-19","7,19","Dire","phoenix gaming","plAnet, 小可fans, MoPao,  cjsdie,  x1yang","INK ICE","Waixi, Awen, hi~, Newbee.Y.AQ,"
"5717331280","504671","12508","26 Nov 2020 11:29","26:55","1615","26-15","26,15","Radiant","LBZS","xiaofu, CatYou, Ashanti, daoko, MS","SHENZHEN","AAHard, Unknown, 可达鸭, Est, Meliodas"
"5717314281","504668","12548","26 Nov 2020 11:20","34:48","2088","16-43","16,43","Dire","Nemiga Gaming","Petru44o, Lodine, on&on, TheChosenOne, tatakae","Gambit Esports","xannii, Unknown, meLes, lorenof, XSvamp1Re"
"5717263779","504671","12508","26 Nov 2020 10:18","43:36","2616","41-25","41,25","Radiant","LBZS","xiaofu, CatYou, Ashanti, daoko, MS","SHENZHEN","AAHard, Unknown, 可达鸭, Est, Meliodas"
"5717243978","504668","12548","26 Nov 2020 10:00","47:51","2871","39-17","39,17","Radiant","Gambit Esports","xannii, Unknown, meLes, lorenof, XSvamp1Re","Nemiga Gaming","Petru44o, Lodine, on&on, TheChosenOne, tatakae"
"5717208381","504651","12508","26 Nov 2020 09:16","24:45","1485","21-3","21,3","Radiant","FTD.C.Club","JiaJia, DXM, 遥远岁月的回忆, Ty, XuAn","Forest","MAX., 梵, jsaon, forest.yogi, Break-"
"5717142748","504651","12508","26 Nov 2020 07:59","53:33","3213","36-24","36,24","Radiant","Forest","MAX., 梵, jsaon, forest.yogi, Break-","FTD.C.Club","JiaJia, DXM, 遥远岁月的回忆, Ty, XuAn"
"5716678257","504450","12548","25 Nov 2020 08:55","33:37","2017","12-36","12,36","Dire","Spider Pigzs","@LeBronDota, Mitch--, dnz , ThuG, No!ob™","Gambit Esports","xannii, Unknown, meLes, lorenof, XSvamp1Re"
"5716595675","504450","12548","25 Nov 2020 07:39","43:18","2598","28-29","28,29","Dire","Gambit Esports","xannii, Unknown, meLes, lorenof, XSvamp1Re","Spider Pigzs","@LeBronDota, Mitch--, dnz , ThuG, No!ob™"
"5716518640","504450","12548","25 Nov 2020 06:27","39:15","2355","19-37","19,37","Dire","Spider Pigzs","@LeBronDota, Mitch--, dnz , ThuG, No!ob™","Gambit Esports","xannii, Unknown, meLes, lorenof, XSvamp1Re"
"5716434900","504393","12548","25 Nov 2020 05:26","34:04","2044","38-14","38,14","Radiant","Live to Win","fn, AfterLife, SoNNeikO, dream`, Immersion","Nemiga Gaming","Petru44o, Lodine, on&on, TheChosenOne, tatakae"
"5716327707","504393","12548","25 Nov 2020 04:09","43:42","2622","29-41","29,41","Dire","Live to Win","fn, AfterLife, SoNNeikO, dream`, Immersion","Nemiga Gaming","Petru44o, Lodine, on&on, TheChosenOne, tatakae"
"5716220416","504393","12548","25 Nov 2020 03:07","33:14","1994","35-14","35,14","Radiant","Live to Win","fn, AfterLife, SoNNeikO, dream`, Immersion","Nemiga Gaming","Petru44o, Lodine, on&on, TheChosenOne, tatakae"
"5716103769","504369","12548","25 Nov 2020 02:03","18:49","1129","2-17","2,17","Dire","Team Empire","EcNart!, sayuw, Smiling Knight, gwynbleidd, KazLシ","Yellow Submarine","So bad, Miposhka, Collapse, Yatoro, no sleep until lose"
"5716093466","504365","12508","25 Nov 2020 01:48","49:33","2973","31-41","31,41","Dire","Team Magma","Tyz, KAZZ, mianmiam, 无双斗魂, ZC","Galaxy Racer Esports","kYxY, 343, Alacrity, Ghost , Destrice"
"5716016461","504369","12548","25 Nov 2020 01:01","31:51","1911","30-12","30,12","Radiant","Yellow Submarine","So bad, Miposhka, Collapse, Yatoro, no sleep until lose","Team Empire","EcNart!, sayuw, Smiling Knight, gwynbleidd, KazLシ"
"5716005656","504365","12508","25 Nov 2020 12:51","35:14","2114","32-11","32,11","Radiant","Team Magma","Tyz, KAZZ, mianmiam, 无双斗魂, ZC","Galaxy Racer Esports","kYxY, 343, Alacrity, Ghost , Destrice"
"5715912008","504350","12528","25 Nov 2020 11:35","24:45","1485","14-35","14,35","Dire","EHOME","xNova, Chalice, Xm, Sccc, Fade","PSG.LGD","y`Maxine, Faith_bian, XinQ, NothingToSay, 长亭外 古道边 芳草天"
"5715899790","504349","12508","25 Nov 2020 11:24","49:53","2993","29-39","29,39","Dire","SHENZHEN","AAHard, Unknown, 可达鸭, Est, Meliodas","Forest","MAX., 梵, jsaon, forest.yogi, Break-"
"5715871311","504350","12528","25 Nov 2020 10:58","18:28","1108","12-2","12,2","Radiant","PSG.LGD","y`Maxine, Faith_bian, XinQ, NothingToSay, 长亭外 古道边 芳草天","EHOME","xNova, Chalice, Xm, Sccc, Fade"
"5715815710","504350","12528","25 Nov 2020 10:02","30:45","1845","12-24","12,24","Dire","EHOME","xNova, Chalice, Xm, Sccc, Fade","PSG.LGD","y`Maxine, Faith_bian, XinQ, NothingToSay, 长亭外 古道边 芳草天"
"5715812564","504349","12508","25 Nov 2020 09:59","59:44","3584","35-29","35,29","Dire","Forest","MAX., 梵, jsaon, forest.yogi, Break-","SHENZHEN","AAHard, Unknown, 可达鸭, Est, Meliodas"
"5715753375","504337","12508","25 Nov 2020 08:57","24:26","1466","31-7","31,7","Radiant","Rebirth","赞美太阳, deska#K, Xyp9x, Yim, Exx","LBZS","xiaofu, CatYou, Ashanti, daoko, MS"
"5715731695","504329","12528","25 Nov 2020 08:33","24:06","1446","20-2","20,2","Radiant","EHOME","xNova, Chalice, Xm, Sccc, Fade","Team Aster","old LaNm, Xxs, Monet, BoBoKa, Angel"
"5715704104","504337","12508","25 Nov 2020 07:59","33:42","2022","22-45","22,45","Dire","LBZS","xiaofu, CatYou, Ashanti, daoko, MS","Rebirth","赞美太阳, deska#K, Xyp9x, Yim, Exx"
"5715692608","504329","12528","25 Nov 2020 07:46","22:13","1333","9-25","9,25","Dire","Team Aster","old LaNm, Xxs, Monet, BoBoKa, Angel","EHOME","xNova, Chalice, Xm, Sccc, Fade"
"5715652708","504329","12528","25 Nov 2020 06:59","24:34","1474","9-19","9,19","Dire","EHOME","xNova, Chalice, Xm, Sccc, Fade","Team Aster","old LaNm, Xxs, Monet, BoBoKa, Angel"
"5715062254","504107","12548","24 Nov 2020 06:20","37:07","2227","15-25","15,25","Dire","Gambit Esports","dyrachyo, Unknown, meLes, lorenof, XSvamp1Re","Live to Win","fn, AfterLife, SoNNeikO, dream`, Immersion"
"5714990432","504107","12548","24 Nov 2020 05:23","25:12","1512","7-18","7,18","Dire","Gambit Esports","dyrachyo, Unknown, meLes, lorenof, XSvamp1Re","Live to Win","fn, AfterLife, SoNNeikO, dream`, Immersion"
"5714897056","504064","12548","24 Nov 2020 04:23","23:14","1394","10-32","10,32","Dire","Spider Pigzs","@LeBronDota, Mitch--, dnz , ThuG, No!ob™","Ninjas in Pyjamas","Supream, Misha, Era, Charliedota, SabeRLight"
"5714776450","504064","12548","24 Nov 2020 03:12","40:13","2413","32-30","32,30","Dire","Spider Pigzs","@LeBronDota, Mitch--, dnz , ThuG, No!ob™","Ninjas in Pyjamas","okcya, Supream, Era, Charliedota, SabeRLight"
"5714658534","504046","12528","24 Nov 2020 02:12","28:44","1724","17-20","17,20","Dire","INVICTUS GAMING","Oli, JT-, kaka, Zx.little white, Emo","EHOME","xNova, Chalice, Xm, Sccc, Fade"
"5714632836","504045","12548","24 Nov 2020 02:02","28:57","1737","19-37","19,37","Dire","Winstrike Team","Yamich, Dukalis, agressive child, DkFogas, ReiBL","Yellow Submarine","So bad, Miposhka, Collapse, Yatoro, no sleep until lose"
"5714535234","504046","12528","24 Nov 2020 01:03","39:54","2394","17-30","17,30","Dire","INVICTUS GAMING","Oli, JT-, kaka, Zx.little white, Emo","EHOME","xNova, Chalice, Xm, Sccc, Fade"
"5714534506","504045","12548","24 Nov 2020 01:00","31:07","1867","26-9","26,9","Radiant","Yellow Submarine","So bad, Miposhka, Collapse, Yatoro, no sleep until lose","Winstrike Team","Yamich, Dukalis, agressive child, DkFogas, ReiBL"
"5714455589","504038","12528","24 Nov 2020 11:55","35:37","2137","26-19","26,19","Radiant","PSG.LGD","y`Maxine, Faith_bian, XinQ, NothingToSay, 长亭外 古道边 芳草天","Team Aster","old LaNm, Xxs, Monet, BoBoKa, Angel"
"5714389828","504017","12528","24 Nov 2020 10:49","44:58","2698","35-26","35,26","Radiant","PSG.LGD","y`Maxine, Faith_bian, XinQ, NothingToSay, 长亭外 古道边 芳草天","Team Aster","old LaNm, Xxs, Monet, BoBoKa, Angel"
"5714301939","504017","12528","24 Nov 2020 09:20","58:00","3480","28-26","28,26","Radiant","Team Aster","old LaNm, Xxs, Monet, BoBoKa, Angel","PSG.LGD","y`Maxine, Faith_bian, XinQ, NothingToSay, 长亭外 古道边 芳草天"
"5714243189","503992","12528","24 Nov 2020 08:06","38:26","2306","25-29","25,29","Dire","Elephant","fy, Somnus, 骑牛的, Eurus, Yang","EHOME","xNova, Chalice, Xm, Sccc, Fade"
"5714192077","503992","12528","24 Nov 2020 07:05","37:01","2221","38-12","38,12","Radiant","EHOME","xNova, Chalice, Xm, Sccc, Fade","Elephant","fy, Somnus, 骑牛的, Eurus, Yang"
"5713840064","503847","12548","23 Nov 2020 09:44","37:50","2270","15-27","15,27","Dire","Spider Pigzs","@LeBronDota, Mitch--, dnz , ThuG, No!ob™","Live to Win","fn, AfterLife, SoNNeikO, dream`, Immersion"
"5713766675","503847","12548","23 Nov 2020 08:30","38:39","2319","37-33","37,33","Radiant","Spider Pigzs","@LeBronDota, Mitch--, dnz , ThuG, No!ob™","Live to Win","fn, AfterLife, SoNNeikO, dream`, Immersion"
"5713696493","503847","12548","23 Nov 2020 07:32","25:23","1523","28-8","28,8","Radiant","Live to Win","fn, AfterLife, SoNNeikO, dream`, Immersion","Spider Pigzs","@LeBronDota, Mitch--, dnz , ThuG, No!ob™"
"5713610420","503819","12548","23 Nov 2020 06:09","34:57","2097","16-38","16,38","Dire","Winstrike Team","Yamich, Dukalis, agressive child, DkFogas, ReiBL","Team Empire","EcNart!, sayuw, Smiling Knight, gwynbleidd, KazLシ"
"5713533489","503819","12548","23 Nov 2020 05:06","30:16","1816","23-12","23,12","Radiant","Team Empire","EcNart!, sayuw, Smiling Knight, gwynbleidd, KazLシ","Winstrike Team","Yamich, Dukalis, agressive child, DkFogas, ReiBL"
"5713422503","503763","12548","23 Nov 2020 03:54","36:06","2166","31-18","31,18","Radiant","Gambit Esports","dyrachyo, Unknown, meLes, lorenof, XSvamp1Re","Ninjas in Pyjamas","Supream, Misha, Era, Charliedota, SabeRLight"
"5713385142","503791","12528","23 Nov 2020 03:25","41:10","2470","26-15","26,15","Radiant","INVICTUS GAMING","Oli, JT-, kaka, Zx.little white, Emo","Vici Gaming","Ori, old eLeVeN, Pyw, Dy, Dog player"
"5713305584","","12528","23 Nov 2020 02:26","32:38","1958","18-35","18,35","Dire","Vici Gaming","Ori, old eLeVeN, Pyw, Dy, Dog player","Unknown Dire Team","Oli, JT-, kaka, Zx.little white, Emo"
"5713296306","503763","12548","23 Nov 2020 02:25","52:26","3146","47-33","47,33","Dire","Gambit Esports","dyrachyo, Unknown, meLes, lorenof, XSvamp1Re","Ninjas in Pyjamas","Supream, Misha, Era, Charliedota, SabeRLight"
"5713211230","503769","12528","23 Nov 2020 01:20","33:08","1988","13-28","13,28","Dire","INVICTUS GAMING","Oli, JT-, kaka, Zx.little white, Emo","Vici Gaming","Ori, old eLeVeN, Pyw, Dy, Dog player"
"5713180153","503763","12548","23 Nov 2020 12:59","52:54","3174","37-27","37,27","Radiant","Gambit Esports","dyrachyo, Unknown, meLes, lorenof, XSvamp1Re","Ninjas in Pyjamas","Supream, Misha, Era, Charliedota, SabeRLight"
"5713124208","503738","12528","23 Nov 2020 12:04","41:11","2471","12-22","12,22","Dire","Elephant","fy, Somnus, 骑牛的, Eurus, Yang","Team Aster","old LaNm, Xxs, Monet, BoBoKa, Angel"
"5713077729","503738","12528","23 Nov 2020 11:11","32:59","1979","35-15","35,15","Radiant","Elephant","fy, Somnus, 骑牛的, Eurus, Yang","Team Aster","old LaNm, Xxs, Monet, BoBoKa, Angel"
"5713015368","503738","12528","23 Nov 2020 10:05","41:03","2463","19-33","19,33","Dire","Elephant","fy, Somnus, 骑牛的, Eurus, Yang","Team Aster","old LaNm, Xxs, Monet, BoBoKa, Angel"
"5712967003","503715","12528","23 Nov 2020 08:57","34:00","2040","18-32","18,32","Dire","Vici Gaming","Ori, old eLeVeN, Pyw, Dy, Dog player","PSG.LGD","y`Maxine, Faith_bian, XinQ, NothingToSay, 长亭外 古道边 芳草天"
"5712931107","503715","12528","23 Nov 2020 08:06","35:23","2123","31-14","31,14","Radiant","Vici Gaming","Ori, old eLeVeN, Pyw, Dy, Dog player","PSG.LGD","y`Maxine, Faith_bian, XinQ, NothingToSay, 长亭外 古道边 芳草天"
"5712927039","503710","12529","23 Nov 2020 08:00","40:00","2400","35-26","35,26","Radiant","Elephant","fy, Somnus, 骑牛的, Eurus, Yang","Royal Never Give Up","Super, Felixciaoba, Setsu, Srf, Another"
"5712891058","503715","12528","23 Nov 2020 07:12","35:15","2115","15-27","15,27","Dire","Vici Gaming","Ori, old eLeVeN, Pyw, Dy, Dog player","PSG.LGD","y`Maxine, Faith_bian, XinQ, NothingToSay, 长亭外 古道边 芳草天"
"5712880904","503710","12529","23 Nov 2020 07:01","31:15","1875","11-23","11,23","Dire","Royal Never Give Up","Super, Felixciaoba, Setsu, Srf, Another","Elephant","fy, Somnus, 骑牛的, Eurus, Yang"
"5712495020","503475","12548","22 Nov 2020 09:05","31:23","1883","36-11","36,11","Radiant","Virtus.pro","DM, epileptick1d, ilias, Save-, gPk~","Nigma","MinD_ContRoL, KuroKy, w33, GH, Miracle"
"5712426048","503475","12548","22 Nov 2020 08:00","34:28","2068","12-37","12,37","Dire","Nigma","MinD_ContRoL, KuroKy, w33, GH, Miracle","Virtus.pro","DM, epileptick1d, ilias, Save-, gPk~"
"5712300201","503392","12548","22 Nov 2020 06:11","33:44","2024","28-9","28,9","Radiant","Team Liquid","iNSaNiA, Boxi, qojqva, miCKe, Taiga","Alliance","Limmp, Handsken, s4, Fng, Nikobaby"
"5712204428","503392","12548","22 Nov 2020 05:00","39:13","2353","24-33","24,33","Dire","Alliance","Limmp, Handsken, s4, Fng, Nikobaby","Team Liquid","iNSaNiA, Boxi, qojqva, miCKe, Taiga"
"5712001132","503296","12548","22 Nov 2020 02:55","46:25","2785","21-38","21,38","Dire","Natus Vincere","GeneRaL, ALWAYSWANNAFLY, V-Tune, RodjER, Iceberg","OG","n0tail, 7ckngMad, topson, Saksa, MidOne"
"5711909849","503276","12529","22 Nov 2020 01:53","37:39","2259","32-14","32,14","Radiant","Vici Gaming","Ori, old eLeVeN, Pyw, Dy, Dog player","INVICTUS GAMING","Oli, JT-, kaka, Zx.little white, Emo"
"5711908374","503296","12548","22 Nov 2020 01:59","26:19","1579","11-23","11,23","Dire","Natus Vincere","GeneRaL, ALWAYSWANNAFLY, V-Tune, RodjER, Iceberg","OG","n0tail, 7ckngMad, topson, Saksa, MidOne"
"5711900926","503278","12528","22 Nov 2020 01:47","27:15","1635","32-11","32,11","Radiant","Elephant","fy, Somnus, 骑牛的, Eurus, Yang","Aster.Aries","ss, Fair, Yuki.66, Guvara, Besame-"
"5711847375","503262","12508","22 Nov 2020 01:12","37:06","2226","23-43","23,43","Dire","Galaxy Racer Esports","kYxY, 343, Alacrity, Ghost , Destrice","For The Dream","marlin``, Mashiro, YRG, 离别, ISI"
"5711839778","503278","12528","22 Nov 2020 01:08","17:37","1057","24-8","24,8","Radiant","Elephant","fy, Somnus, 骑牛的, Eurus, Yang","Aster.Aries","ss, Fair, Yuki.66, Guvara, Besame-"
"5711829444","503276","12529","22 Nov 2020 01:03","24:28","1468","25-11","25,11","Radiant","Vici Gaming","Ori, old eLeVeN, Pyw, Dy, Dog player","INVICTUS GAMING","Oli, JT-, kaka, Zx.little white, Emo"
"5711757251","503245","12528","22 Nov 2020 12:11","15:12","912","16-1","16,1","Radiant","Vici Gaming","Ori, old eLeVeN, Pyw, Dy, Dog player","EHOME","xNova, Chalice, Xm, Sccc, Fade"
"5711752130","503262","12508","22 Nov 2020 12:04","35:26","2126","41-13","41,13","Radiant","For The Dream","marlin``, Mashiro, YRG, 离别, ISI","Galaxy Racer Esports","kYxY, 343, Alacrity, Ghost , Destrice"
"5711736730","503238","12548","22 Nov 2020 11:59","35:52","2152","26-17","26,17","Radiant","Winstrike Team","Yamich, Dukalis, agressive child, DkFogas, ReiBL","Cyberium","goddam, chshrct, Mastermind, lil pleb, Gatciy"
"5711711457","503243","12529","22 Nov 2020 11:34","29:30","1770","19-8","19,8","Radiant","Sparking Arrow Gaming","June, XCJ, 亚瑟归来 斗鱼59889, Dstones, 圣子华炼","Royal Never Give Up","Super, Felixciaoba, Setsu, Srf, Another"
"5711686953","503245","12528","22 Nov 2020 11:12","34:45","2085","30-20","30,20","Radiant","Vici Gaming","Ori, old eLeVeN, Pyw, Dy, Dog player","EHOME","xNova, Chalice, Xm, Sccc, Fade"
"5711677606","503242","12508","22 Nov 2020 11:04","23:31","1411","12-27","12,27","Dire","Team Magma","Tyz, KAZZ, mianmiam, 无双斗魂, ZC","INK ICE","Waixi, Awen, , hi~, Newbee.Y.AQ"
"5711668478","503238","12548","22 Nov 2020 11:02","23:48","1428","9-23","9,23","Dire","Winstrike Team","Yamich, Dukalis, agressive child, DkFogas, ReiBL","Cyberium","goddam, chshrct, Mastermind, lil pleb, Gatciy"
"5711661836","503243","12529","22 Nov 2020 10:51","24:55","1495","18-6","18,6","Radiant","Sparking Arrow Gaming","June, XCJ, 亚瑟归来 斗鱼59889, Dstones, 圣子华炼","Royal Never Give Up","Super, Felixciaoba, Setsu, Srf, Another"
"5711619661","503245","12528","22 Nov 2020 10:18","28:55","1735","15-20","15,20","Dire","Vici Gaming","Ori, old eLeVeN, Pyw, Dy, Dog player","EHOME","xNova, Chalice, Xm, Sccc, Fade"
"5711606115","503243","12529","22 Nov 2020 10:07","25:08","1508","6-28","6,28","Dire","Sparking Arrow Gaming","June, XCJ, 亚瑟归来 斗鱼59889, Dstones, 圣子华炼","Royal Never Give Up","Super, Felixciaoba, Setsu, Srf, Another"
"5711605230","503242","12508","22 Nov 2020 10:03","29:05","1745","24-16","24,16","Radiant","INK ICE","Liekkas, Waixi, Awen, , Newbee.Y.AQ","Team Magma","Tyz, KAZZ, mianmiam, 无双斗魂, ZC"
"5711596176","503238","12548","22 Nov 2020 10:00","32:31","1951","17-23","17,23","Dire","Cyberium","goddam, chshrct, Mastermind, lil pleb, Gatciy","Winstrike Team","Yamich, Dukalis, agressive child, DkFogas, ReiBL"
"5711537106","503203","12528","22 Nov 2020 09:07","34:55","2095","28-13","28,13","Radiant","Team Aster","old LaNm, Xxs, Monet, BoBoKa, Angel","PSG.LGD","y`Maxine, Faith_bian, XinQ, NothingToSay, 长亭外 古道边 芳草天"
"5711527968","503202","12529","22 Nov 2020 09:01","40:34","2434","18-39","18,39","Dire","Royal Never Give Up","Super, Felixciaoba, Setsu, Srf, Another","EHOME","xNova, Chalice, Xm, Sccc, Fade"
"5711524951","503220","12508","22 Nov 2020 08:55","21:15","1275","29-7","29,7","Radiant","FTD.C.Club","JiaJia, DXM, 遥远岁月的回忆, Ty, XuAn","Rebirth","赞美太阳, deska#K, Xyp9x, Yim, Exx"
"5711471985","503203","12528","22 Nov 2020 08:08","32:26","1946","14-23","14,23","Dire","PSG.LGD","y`Maxine, Faith_bian, XinQ, NothingToSay, 长亭外 古道边 芳草天","Team Aster","old LaNm, Xxs, Monet, BoBoKa, Angel"
"5711468262","503202","12529","22 Nov 2020 08:05","34:16","2056","11-32","11,32","Dire","Royal Never Give Up","Super, Felixciaoba, Setsu, Srf, Another","EHOME","xNova, Chalice, Xm, Sccc, Fade"
"5711463802","503220","12508","22 Nov 2020 08:01","26:47","1607","21-12","21,12","Radiant","Rebirth","赞美太阳, deska#K, Xyp9x, Yim, Exx","FTD.C.Club","JiaJia, DXM, 遥远岁月的回忆, Ty, XuAn"
"5711398376","503203","12528","22 Nov 2020 07:00","40:19","2419","28-27","28,27","Radiant","PSG.LGD","y`Maxine, Faith_bian, XinQ, NothingToSay, 长亭外 古道边 芳草天","Team Aster","old LaNm, Xxs, Monet, BoBoKa, Angel"
"5711395834","503202","12529","22 Nov 2020 06:59","39:28","2368","23-25","23,25","Dire","EHOME","xNova, Chalice, Xm, Sccc, Fade","Royal Never Give Up","Super, Felixciaoba, Setsu, Srf, Another"
"5710916467","503006","12548","21 Nov 2020 09:00","30:48","1848","8-30","8,30","Dire","Just-_-Error","No[o]ne, Zayac, SumaiL, RAMZES666, Solo","Team Secret","MATUMBAMAN, zai, Puppey, YapzOr, Nisha"
"5710841746","503006","12548","21 Nov 2020 07:59","27:14","1634","28-23","28,23","Radiant","Team Secret","MATUMBAMAN, zai, Puppey, YapzOr, Nisha","Just-_-Error","No[o]ne, Zayac, SumaiL, RAMZES666, Solo"
"5710714434","502921","12548","21 Nov 2020 06:14","30:30","1830","14-35","14,35","Dire","ViKin.gg","M Ξ Ξ P, Seleri, 27monkey, Tobi, Shad","Alliance","Limmp, Handsken, s4, Fng, Nikobaby"
"5710596968","502921","12548","21 Nov 2020 04:59","37:09","2229","41-20","41,20","Radiant","Alliance","Limmp, Handsken, s4, Fng, Nikobaby","ViKin.gg","Seleri, 27monkey, Tobi, Shad, BooM"
"5710405168","502841","12548","21 Nov 2020 03:03","33:10","1990","17-25","17,25","Dire","mudgolems","33, Fata, MiLAN, Skiter, Boranija","Virtus.pro","DM, epileptick1d, ilias, Save-, gPk~"
"5710327599","502820","12508","21 Nov 2020 02:10","29:12","1752","24-9","24,9","Radiant","Team Magma","Tyz, KAZZ, mianmiam, 无双斗魂, ZC","phoenix gaming","plAnet, 小可fans, MoPao,  cjsdie,  x1yang"
"5710307397","502841","12548","21 Nov 2020 02:02","30:57","1857","10-26","10,26","Dire","mudgolems","33, Fata, MiLAN, Skiter, Boranija","Virtus.pro","DM, epileptick1d, ilias, Save-, gPk~"
"5710279163","502807","12529","21 Nov 2020 01:39","30:18","1818","20-8","20,8","Radiant","Vici Gaming","Ori, old eLeVeN, Pyw, Dy, Dog player","Royal Never Give Up","Super, Felixciaoba, Setsu, Srf, Another"
"5710233789","502820","12508","21 Nov 2020 01:08","37:09","2229","28-39","28,39","Dire","phoenix gaming","plAnet, 小可fans, MoPao,  cjsdie,  x1yang","Team Magma","Tyz, KAZZ, mianmiam, 无双斗魂, ZC"
"5710192179","502807","12529","21 Nov 2020 12:45","32:12","1932","29-12","29,12","Radiant","Vici Gaming","Ori, old eLeVeN, Pyw, Dy, Dog player","Royal Never Give Up","Super, Felixciaoba, Setsu, Srf, Another"
"5710179614","502803","12528","21 Nov 2020 12:29","35:10","2110","32-20","32,20","Radiant","Team Aster","old LaNm, Xxs, Monet, BoBoKa, Angel","INVICTUS GAMING","Oli, JT-, kaka, Zx.little white, Emo"
"5710129607","502766","12508","21 Nov 2020 11:47","46:38","2798","15-44","15,44","Dire","INK ICE","Waixi, Awen, , hi~, Newbee.Y.AQ","For The Dream","marlin``, Mashiro, YRG, 离别, ISI"
"5710115518","502747","12529","21 Nov 2020 11:38","37:30","2250","46-12","46,12","Radiant","Elephant","fy, Somnus, 骑牛的, Eurus, Yang","PSG.LGD","y`Maxine, Faith_bian, XinQ, NothingToSay, 长亭外 古道边 芳草天"
"5710103743","502786","12528","21 Nov 2020 11:32","30:10","1810","4-18","4,18","Dire","INVICTUS GAMING","Oli, JT-, kaka, Zx.little white, Emo","Team Aster","old LaNm, Xxs, Monet, BoBoKa, Angel"
"5710048571","502747","12529","21 Nov 2020 10:35","40:32","2432","36-28","36,28","Radiant","Elephant","fy, Somnus, 骑牛的, Eurus, Yang","PSG.LGD","y`Maxine, Faith_bian, XinQ, NothingToSay, 长亭外 古道边 芳草天"
"5710034896","502751","12528","21 Nov 2020 10:22","29:56","1796","39-12","39,12","Radiant","INVICTUS GAMING","Oli, JT-, kaka, Zx.little white, Emo","iG.Vitality","SuN, QYQX, 糖不甩, G,"
"5710031311","502766","12508","21 Nov 2020 10:19","53:50","3230","33-27","33,27","Radiant","INK ICE","Waixi, Awen, , hi~, Newbee.Y.AQ","For The Dream","marlin``, Mashiro, YRG, 离别, ISI"
"5709967973","502751","12528","21 Nov 2020 09:25","31:22","1882","11-37","11,37","Dire","iG.Vitality","SuN, QYQX, 糖不甩, G,","INVICTUS GAMING","Oli, JT-, kaka, Zx.little white, Emo"
"5709965856","502747","12529","21 Nov 2020 09:38","34:19","2059","19-34","19,34","Dire","Elephant","fy, Somnus, 骑牛的, Eurus, Yang","PSG.LGD","y`Maxine, Faith_bian, XinQ, NothingToSay, 长亭外 古道边 芳草天"
"5709958303","502728","12508","21 Nov 2020 09:11","15:07","907","9-26","9,26","Dire","SHENZHEN","AAHard, Unknown, 可达鸭, Est, Meliodas","Rebirth","赞美太阳, deska#K, Xyp9x, Yim, Exx"
"5709891483","502714","12528","21 Nov 2020 08:08","34:59","2099","29-20","29,20","Radiant","Sparking Arrow Gaming","June, XCJ, 亚瑟归来 斗鱼59889, Dstones, 圣子华炼","iG.Vitality","SuN, QYQX, 糖不甩, G,"
"5709883453","502715","12529","21 Nov 2020 08:00","31:17","1877","15-25","15,25","Dire","EHOME","xNova, Chalice, Xm, Sccc, Fade","Team Aster","old LaNm, Xxs, Monet, BoBoKa, Angel"
"5709825156","502715","12529","21 Nov 2020 07:04","30:31","1831","23-7","23,7","Radiant","Team Aster","old LaNm, Xxs, Monet, BoBoKa, Angel","EHOME","xNova, Chalice, Xm, Sccc, Fade"
